rank,F_oral,Cmax_MIC,AUC_MIC,dose,fitness,Cmax,AUC,Ctrough,fCT,logP,particle_size,surfactant,cosurfactant,oil,pe_conc,polymer,chitosan,enteric,dose_range
175,33.94466665048521,8.916008354448778,30.01174746876511,512.2916916933725,0.6106570530483705,8.916008354448778,30.01174746876511,0.14707213615866474,28.06652806652807,1.5048707808467887,50,49.99994763899608,30,20.000000008806268,49.999999999546894,29.999997601781775,1,1,401-700mg
199,33.946606788463306,8.907090221011433,29.981728513785455,511.7500274427041,0.610654998497173,8.907090221011433,29.981728513785455,0.14692502868043908,28.06652806652807,1.5047774224678194,50.00000006540115,49.999961628521994,30,20.000000008806268,49.999999999546894,29.999999999999993,1,1,401-700mg
83,33.96239100576729,8.834145322100913,29.736193456511796,507.3231647486081,0.6106371290212504,8.834145322100913,29.736193456511796,0.14572178817479953,27.85862785862786,1.5001691141450408,50.00000000284276,49.999634028232066,29.999999999999833,20,50,29.99999965881464,1,1,401-700mg
67,33.908743371690605,9.044180202673664,30.443372369679896,520.209918073353,0.6106251792322718,9.044180202673664,30.443372369679896,0.14918738453666963,28.482328482328484,1.4862905968804856,50,49.99974352979834,29.951609803798195,20.000000000694357,49.9999999858019,30,1,1,401-700mg
100,33.97861358303084,8.75821373304092,29.480603005500203,502.7224560616211,0.610616171142291,8.75821373304092,29.480603005500203,0.1444692705406335,27.650727650727653,1.500964807531544,50,49.99987670613492,29.99995771522858,20,49.9999999421111,29.999999999992365,1,1,401-700mg
81,33.637922970984555,10.194778599191517,34.31626199564264,591.1100913901068,0.6106047925217898,10.194778599191517,34.31626199564264,0.16816639059191263,30.97713097713098,1.4906798409510185,50.000000000000526,49.99879136119928,29.977008480413478,20.00000000069358,49.99999999999781,29.999999999999996,1,1,401-700mg
184,33.988983402396634,8.707627284281399,29.310334899339,499.66644109850887,0.6105985292545353,8.707627284281399,29.310334899339,0.14363487754511373,27.650727650727653,1.500975861873593,50,49.99759423751683,30,20.000000067078748,49.999999943534156,29.99999999999232,1,1,401-700mg
64,33.72117107321431,9.813398498350102,33.03289169370816,567.5988290446232,0.6105847375896047,9.813398498350102,33.03289169370816,0.161877402968821,30.14553014553015,1.5000582351719494,50.00000000121531,49.99774729873464,29.889587989459095,20,50,29.999999999999996,1,1,401-700mg
123,33.59515029303537,10.372865854105164,34.91561546637904,602.199915382616,0.6105756136786903,10.372865854105164,34.91561546637904,0.17110347462216624,31.392931392931395,1.5017738985299494,50.00045375751622,49.99775071732094,29.99999999821009,20,50,30,1,1,401-700mg
135,33.59515029303537,10.372865854105164,34.91561546637904,602.199915382616,0.6105756136786903,10.372865854105164,34.91561546637904,0.17110347462216624,31.392931392931395,1.5017738985299494,50.00045375751622,49.99775071732094,29.99999999821009,20,50,30,1,1,401-700mg
115,33.740351031497894,9.706134765520373,32.67203115397566,561.0790727824048,0.6105424877491596,9.706134765520373,32.67203115397566,0.16010908902467044,29.93762993762994,1.5004503545485919,50,49.9993028353615,29.84083855212865,20,50,30,1,1,401-700mg
24,33.570038750185724,10.46847493314522,35.23743350293934,608.2050247587619,0.6105405738792272,10.46847493314522,35.23743350293934,0.17268053643581394,31.600831600831604,1.5016563621177417,50,49.99932336900007,30,20.000000031044397,50,30,1,1,401-700mg
